WT_lg10_Copies,SNV_lg10_Copies,Blocker Î¼M,Well,WellName,Sample,Blocker
1,1,0.0,1,A1,JG075E_001,L-MMMMx
1,2,0.0,2,A2,JG075E_002,L-MMMMx
1,3,0.0,3,A3,JG075E_003,L-MMMMx
1,4,0.0,4,A4,JG075E_004,L-MMMMx
1,5,0.0,5,A5,JG075E_005,L-MMMMx
1,6,0.0,6,A6,JG075E_006,L-MMMMx
1,7,0.0,7,A7,JG075E_007,L-MMMMx
1,8,0.0,8,A8,JG075E_008,L-MMMMx
1,1,0.1,9,A9,JG075E_009,L-MMMMx
1,2,0.1,10,A10,JG075E_010,L-MMMMx
1,3,0.1,11,A11,JG075E_011,L-MMMMx
1,4,0.1,12,A12,JG075E_012,L-MMMMx
1,5,0.1,13,A13,JG075E_013,L-MMMMx
1,6,0.1,14,A14,JG075E_014,L-MMMMx
1,7,0.1,15,A15,JG075E_015,L-MMMMx
1,8,0.1,16,A16,JG075E_016,L-MMMMx
1,1,0.31622776601683794,17,A17,JG075E_017,L-MMMMx
1,2,0.31622776601683794,18,A18,JG075E_018,L-MMMMx
1,3,0.31622776601683794,19,A19,JG075E_019,L-MMMMx
1,4,0.31622776601683794,20,A20,JG075E_020,L-MMMMx
1,5,0.31622776601683794,21,A21,JG075E_021,L-MMMMx
1,6,0.31622776601683794,22,A22,JG075E_022,L-MMMMx
1,7,0.31622776601683794,23,A23,JG075E_023,L-MMMMx
1,8,0.31622776601683794,24,A24,JG075E_024,L-MMMMx
2,1,0.0,25,B1,JG075E_025,L-MMMMx
2,2,0.0,26,B2,JG075E_026,L-MMMMx
2,3,0.0,27,B3,JG075E_027,L-MMMMx
2,4,0.0,28,B4,JG075E_028,L-MMMMx
2,5,0.0,29,B5,JG075E_029,L-MMMMx
2,6,0.0,30,B6,JG075E_030,L-MMMMx
2,7,0.0,31,B7,JG075E_031,L-MMMMx
2,8,0.0,32,B8,JG075E_032,L-MMMMx
2,1,0.1,33,B9,JG075E_033,L-MMMMx
2,2,0.1,34,B10,JG075E_034,L-MMMMx
2,3,0.1,35,B11,JG075E_035,L-MMMMx
2,4,0.1,36,B12,JG075E_036,L-MMMMx
2,5,0.1,37,B13,JG075E_037,L-MMMMx
2,6,0.1,38,B14,JG075E_038,L-MMMMx
2,7,0.1,39,B15,JG075E_039,L-MMMMx
2,8,0.1,40,B16,JG075E_040,L-MMMMx
2,1,0.31622776601683794,41,B17,JG075E_041,L-MMMMx
2,2,0.31622776601683794,42,B18,JG075E_042,L-MMMMx
2,3,0.31622776601683794,43,B19,JG075E_043,L-MMMMx
2,4,0.31622776601683794,44,B20,JG075E_044,L-MMMMx
2,5,0.31622776601683794,45,B21,JG075E_045,L-MMMMx
2,6,0.31622776601683794,46,B22,JG075E_046,L-MMMMx
2,7,0.31622776601683794,47,B23,JG075E_047,L-MMMMx
2,8,0.31622776601683794,48,B24,JG075E_048,L-MMMMx
3,1,0.0,49,C1,JG075E_049,L-MMMMx
3,2,0.0,50,C2,JG075E_050,L-MMMMx
3,3,0.0,51,C3,JG075E_051,L-MMMMx
3,4,0.0,52,C4,JG075E_052,L-MMMMx
3,5,0.0,53,C5,JG075E_053,L-MMMMx
3,6,0.0,54,C6,JG075E_054,L-MMMMx
3,7,0.0,55,C7,JG075E_055,L-MMMMx
3,8,0.0,56,C8,JG075E_056,L-MMMMx
3,1,0.1,57,C9,JG075E_057,L-MMMMx
3,2,0.1,58,C10,JG075E_058,L-MMMMx
3,3,0.1,59,C11,JG075E_059,L-MMMMx
3,4,0.1,60,C12,JG075E_060,L-MMMMx
3,5,0.1,61,C13,JG075E_061,L-MMMMx
3,6,0.1,62,C14,JG075E_062,L-MMMMx
3,7,0.1,63,C15,JG075E_063,L-MMMMx
3,8,0.1,64,C16,JG075E_064,L-MMMMx
3,1,0.31622776601683794,65,C17,JG075E_065,L-MMMMx
3,2,0.31622776601683794,66,C18,JG075E_066,L-MMMMx
3,3,0.31622776601683794,67,C19,JG075E_067,L-MMMMx
3,4,0.31622776601683794,68,C20,JG075E_068,L-MMMMx
3,5,0.31622776601683794,69,C21,JG075E_069,L-MMMMx
3,6,0.31622776601683794,70,C22,JG075E_070,L-MMMMx
3,7,0.31622776601683794,71,C23,JG075E_071,L-MMMMx
3,8,0.31622776601683794,72,C24,JG075E_072,L-MMMMx
4,1,0.0,73,D1,JG075E_073,L-MMMMx
4,2,0.0,74,D2,JG075E_074,L-MMMMx
4,3,0.0,75,D3,JG075E_075,L-MMMMx
4,4,0.0,76,D4,JG075E_076,L-MMMMx
4,5,0.0,77,D5,JG075E_077,L-MMMMx
4,6,0.0,78,D6,JG075E_078,L-MMMMx
4,7,0.0,79,D7,JG075E_079,L-MMMMx
4,8,0.0,80,D8,JG075E_080,L-MMMMx
4,1,0.1,81,D9,JG075E_081,L-MMMMx
4,2,0.1,82,D10,JG075E_082,L-MMMMx
4,3,0.1,83,D11,JG075E_083,L-MMMMx
4,4,0.1,84,D12,JG075E_084,L-MMMMx
4,5,0.1,85,D13,JG075E_085,L-MMMMx
4,6,0.1,86,D14,JG075E_086,L-MMMMx
4,7,0.1,87,D15,JG075E_087,L-MMMMx
4,8,0.1,88,D16,JG075E_088,L-MMMMx
4,1,0.31622776601683794,89,D17,JG075E_089,L-MMMMx
4,2,0.31622776601683794,90,D18,JG075E_090,L-MMMMx
4,3,0.31622776601683794,91,D19,JG075E_091,L-MMMMx
4,4,0.31622776601683794,92,D20,JG075E_092,L-MMMMx
4,5,0.31622776601683794,93,D21,JG075E_093,L-MMMMx
4,6,0.31622776601683794,94,D22,JG075E_094,L-MMMMx
4,7,0.31622776601683794,95,D23,JG075E_095,L-MMMMx
4,8,0.31622776601683794,96,D24,JG075E_096,L-MMMMx
5,1,0.0,97,E1,JG075E_097,L-MMMMx
5,2,0.0,98,E2,JG075E_098,L-MMMMx
5,3,0.0,99,E3,JG075E_099,L-MMMMx
5,4,0.0,100,E4,JG075E_100,L-MMMMx
5,5,0.0,101,E5,JG075E_101,L-MMMMx
5,6,0.0,102,E6,JG075E_102,L-MMMMx
5,7,0.0,103,E7,JG075E_103,L-MMMMx
5,8,0.0,104,E8,JG075E_104,L-MMMMx
5,1,0.1,105,E9,JG075E_105,L-MMMMx
5,2,0.1,106,E10,JG075E_106,L-MMMMx
5,3,0.1,107,E11,JG075E_107,L-MMMMx
5,4,0.1,108,E12,JG075E_108,L-MMMMx
5,5,0.1,109,E13,JG075E_109,L-MMMMx
5,6,0.1,110,E14,JG075E_110,L-MMMMx
5,7,0.1,111,E15,JG075E_111,L-MMMMx
5,8,0.1,112,E16,JG075E_112,L-MMMMx
5,1,0.31622776601683794,113,E17,JG075E_113,L-MMMMx
5,2,0.31622776601683794,114,E18,JG075E_114,L-MMMMx
5,3,0.31622776601683794,115,E19,JG075E_115,L-MMMMx
5,4,0.31622776601683794,116,E20,JG075E_116,L-MMMMx
5,5,0.31622776601683794,117,E21,JG075E_117,L-MMMMx
5,6,0.31622776601683794,118,E22,JG075E_118,L-MMMMx
5,7,0.31622776601683794,119,E23,JG075E_119,L-MMMMx
5,8,0.31622776601683794,120,E24,JG075E_120,L-MMMMx
6,1,0.0,121,F1,JG075E_121,L-MMMMx
6,2,0.0,122,F2,JG075E_122,L-MMMMx
6,3,0.0,123,F3,JG075E_123,L-MMMMx
6,4,0.0,124,F4,JG075E_124,L-MMMMx
6,5,0.0,125,F5,JG075E_125,L-MMMMx
6,6,0.0,126,F6,JG075E_126,L-MMMMx
6,7,0.0,127,F7,JG075E_127,L-MMMMx
6,8,0.0,128,F8,JG075E_128,L-MMMMx
6,1,0.1,129,F9,JG075E_129,L-MMMMx
6,2,0.1,130,F10,JG075E_130,L-MMMMx
6,3,0.1,131,F11,JG075E_131,L-MMMMx
6,4,0.1,132,F12,JG075E_132,L-MMMMx
6,5,0.1,133,F13,JG075E_133,L-MMMMx
6,6,0.1,134,F14,JG075E_134,L-MMMMx
6,7,0.1,135,F15,JG075E_135,L-MMMMx
6,8,0.1,136,F16,JG075E_136,L-MMMMx
6,1,0.31622776601683794,137,F17,JG075E_137,L-MMMMx
6,2,0.31622776601683794,138,F18,JG075E_138,L-MMMMx
6,3,0.31622776601683794,139,F19,JG075E_139,L-MMMMx
6,4,0.31622776601683794,140,F20,JG075E_140,L-MMMMx
6,5,0.31622776601683794,141,F21,JG075E_141,L-MMMMx
6,6,0.31622776601683794,142,F22,JG075E_142,L-MMMMx
6,7,0.31622776601683794,143,F23,JG075E_143,L-MMMMx
6,8,0.31622776601683794,144,F24,JG075E_144,L-MMMMx
7,1,0.0,145,G1,JG075E_145,L-MMMMx
7,2,0.0,146,G2,JG075E_146,L-MMMMx
7,3,0.0,147,G3,JG075E_147,L-MMMMx
7,4,0.0,148,G4,JG075E_148,L-MMMMx
7,5,0.0,149,G5,JG075E_149,L-MMMMx
7,6,0.0,150,G6,JG075E_150,L-MMMMx
7,7,0.0,151,G7,JG075E_151,L-MMMMx
7,8,0.0,152,G8,JG075E_152,L-MMMMx
7,1,0.1,153,G9,JG075E_153,L-MMMMx
7,2,0.1,154,G10,JG075E_154,L-MMMMx
7,3,0.1,155,G11,JG075E_155,L-MMMMx
7,4,0.1,156,G12,JG075E_156,L-MMMMx
7,5,0.1,157,G13,JG075E_157,L-MMMMx
7,6,0.1,158,G14,JG075E_158,L-MMMMx
7,7,0.1,159,G15,JG075E_159,L-MMMMx
7,8,0.1,160,G16,JG075E_160,L-MMMMx
7,1,0.31622776601683794,161,G17,JG075E_161,L-MMMMx
7,2,0.31622776601683794,162,G18,JG075E_162,L-MMMMx
7,3,0.31622776601683794,163,G19,JG075E_163,L-MMMMx
7,4,0.31622776601683794,164,G20,JG075E_164,L-MMMMx
7,5,0.31622776601683794,165,G21,JG075E_165,L-MMMMx
7,6,0.31622776601683794,166,G22,JG075E_166,L-MMMMx
7,7,0.31622776601683794,167,G23,JG075E_167,L-MMMMx
7,8,0.31622776601683794,168,G24,JG075E_168,L-MMMMx
8,1,0.0,169,H1,JG075E_169,L-MMMMx
8,2,0.0,170,H2,JG075E_170,L-MMMMx
8,3,0.0,171,H3,JG075E_171,L-MMMMx
8,4,0.0,172,H4,JG075E_172,L-MMMMx
8,5,0.0,173,H5,JG075E_173,L-MMMMx
8,6,0.0,174,H6,JG075E_174,L-MMMMx
8,7,0.0,175,H7,JG075E_175,L-MMMMx
8,8,0.0,176,H8,JG075E_176,L-MMMMx
8,1,0.1,177,H9,JG075E_177,L-MMMMx
8,2,0.1,178,H10,JG075E_178,L-MMMMx
8,3,0.1,179,H11,JG075E_179,L-MMMMx
8,4,0.1,180,H12,JG075E_180,L-MMMMx
8,5,0.1,181,H13,JG075E_181,L-MMMMx
8,6,0.1,182,H14,JG075E_182,L-MMMMx
8,7,0.1,183,H15,JG075E_183,L-MMMMx
8,8,0.1,184,H16,JG075E_184,L-MMMMx
8,1,0.31622776601683794,185,H17,JG075E_185,L-MMMMx
8,2,0.31622776601683794,186,H18,JG075E_186,L-MMMMx
8,3,0.31622776601683794,187,H19,JG075E_187,L-MMMMx
8,4,0.31622776601683794,188,H20,JG075E_188,L-MMMMx
8,5,0.31622776601683794,189,H21,JG075E_189,L-MMMMx
8,6,0.31622776601683794,190,H22,JG075E_190,L-MMMMx
8,7,0.31622776601683794,191,H23,JG075E_191,L-MMMMx
8,8,0.31622776601683794,192,H24,JG075E_192,L-MMMMx
1,1,1.0,193,I1,JG075E_193,L-MMMMx
1,2,1.0,194,I2,JG075E_194,L-MMMMx
1,3,1.0,195,I3,JG075E_195,L-MMMMx
1,4,1.0,196,I4,JG075E_196,L-MMMMx
1,5,1.0,197,I5,JG075E_197,L-MMMMx
1,6,1.0,198,I6,JG075E_198,L-MMMMx
1,7,1.0,199,I7,JG075E_199,L-MMMMx
1,8,1.0,200,I8,JG075E_200,L-MMMMx
1,1,3.1622776601683795,201,I9,JG075E_201,L-MMMMx
1,2,3.1622776601683795,202,I10,JG075E_202,L-MMMMx
1,3,3.1622776601683795,203,I11,JG075E_203,L-MMMMx
1,4,3.1622776601683795,204,I12,JG075E_204,L-MMMMx
1,5,3.1622776601683795,205,I13,JG075E_205,L-MMMMx
1,6,3.1622776601683795,206,I14,JG075E_206,L-MMMMx
1,7,3.1622776601683795,207,I15,JG075E_207,L-MMMMx
1,8,3.1622776601683795,208,I16,JG075E_208,L-MMMMx
1,1,10.0,209,I17,JG075E_209,L-MMMMx
1,2,10.0,210,I18,JG075E_210,L-MMMMx
1,3,10.0,211,I19,JG075E_211,L-MMMMx
1,4,10.0,212,I20,JG075E_212,L-MMMMx
1,5,10.0,213,I21,JG075E_213,L-MMMMx
1,6,10.0,214,I22,JG075E_214,L-MMMMx
1,7,10.0,215,I23,JG075E_215,L-MMMMx
1,8,10.0,216,I24,JG075E_216,L-MMMMx
2,1,1.0,217,J1,JG075E_217,L-MMMMx
2,2,1.0,218,J2,JG075E_218,L-MMMMx
2,3,1.0,219,J3,JG075E_219,L-MMMMx
2,4,1.0,220,J4,JG075E_220,L-MMMMx
2,5,1.0,221,J5,JG075E_221,L-MMMMx
2,6,1.0,222,J6,JG075E_222,L-MMMMx
2,7,1.0,223,J7,JG075E_223,L-MMMMx
2,8,1.0,224,J8,JG075E_224,L-MMMMx
2,1,3.1622776601683795,225,J9,JG075E_225,L-MMMMx
2,2,3.1622776601683795,226,J10,JG075E_226,L-MMMMx
2,3,3.1622776601683795,227,J11,JG075E_227,L-MMMMx
2,4,3.1622776601683795,228,J12,JG075E_228,L-MMMMx
2,5,3.1622776601683795,229,J13,JG075E_229,L-MMMMx
2,6,3.1622776601683795,230,J14,JG075E_230,L-MMMMx
2,7,3.1622776601683795,231,J15,JG075E_231,L-MMMMx
2,8,3.1622776601683795,232,J16,JG075E_232,L-MMMMx
2,1,10.0,233,J17,JG075E_233,L-MMMMx
2,2,10.0,234,J18,JG075E_234,L-MMMMx
2,3,10.0,235,J19,JG075E_235,L-MMMMx
2,4,10.0,236,J20,JG075E_236,L-MMMMx
2,5,10.0,237,J21,JG075E_237,L-MMMMx
2,6,10.0,238,J22,JG075E_238,L-MMMMx
2,7,10.0,239,J23,JG075E_239,L-MMMMx
2,8,10.0,240,J24,JG075E_240,L-MMMMx
3,1,1.0,241,K1,JG075E_241,L-MMMMx
3,2,1.0,242,K2,JG075E_242,L-MMMMx
3,3,1.0,243,K3,JG075E_243,L-MMMMx
3,4,1.0,244,K4,JG075E_244,L-MMMMx
3,5,1.0,245,K5,JG075E_245,L-MMMMx
3,6,1.0,246,K6,JG075E_246,L-MMMMx
3,7,1.0,247,K7,JG075E_247,L-MMMMx
3,8,1.0,248,K8,JG075E_248,L-MMMMx
3,1,3.1622776601683795,249,K9,JG075E_249,L-MMMMx
3,2,3.1622776601683795,250,K10,JG075E_250,L-MMMMx
3,3,3.1622776601683795,251,K11,JG075E_251,L-MMMMx
3,4,3.1622776601683795,252,K12,JG075E_252,L-MMMMx
3,5,3.1622776601683795,253,K13,JG075E_253,L-MMMMx
3,6,3.1622776601683795,254,K14,JG075E_254,L-MMMMx
3,7,3.1622776601683795,255,K15,JG075E_255,L-MMMMx
3,8,3.1622776601683795,256,K16,JG075E_256,L-MMMMx
3,1,10.0,257,K17,JG075E_257,L-MMMMx
3,2,10.0,258,K18,JG075E_258,L-MMMMx
3,3,10.0,259,K19,JG075E_259,L-MMMMx
3,4,10.0,260,K20,JG075E_260,L-MMMMx
3,5,10.0,261,K21,JG075E_261,L-MMMMx
3,6,10.0,262,K22,JG075E_262,L-MMMMx
3,7,10.0,263,K23,JG075E_263,L-MMMMx
3,8,10.0,264,K24,JG075E_264,L-MMMMx
4,1,1.0,265,L1,JG075E_265,L-MMMMx
4,2,1.0,266,L2,JG075E_266,L-MMMMx
4,3,1.0,267,L3,JG075E_267,L-MMMMx
4,4,1.0,268,L4,JG075E_268,L-MMMMx
4,5,1.0,269,L5,JG075E_269,L-MMMMx
4,6,1.0,270,L6,JG075E_270,L-MMMMx
4,7,1.0,271,L7,JG075E_271,L-MMMMx
4,8,1.0,272,L8,JG075E_272,L-MMMMx
4,1,3.1622776601683795,273,L9,JG075E_273,L-MMMMx
4,2,3.1622776601683795,274,L10,JG075E_274,L-MMMMx
4,3,3.1622776601683795,275,L11,JG075E_275,L-MMMMx
4,4,3.1622776601683795,276,L12,JG075E_276,L-MMMMx
4,5,3.1622776601683795,277,L13,JG075E_277,L-MMMMx
4,6,3.1622776601683795,278,L14,JG075E_278,L-MMMMx
4,7,3.1622776601683795,279,L15,JG075E_279,L-MMMMx
4,8,3.1622776601683795,280,L16,JG075E_280,L-MMMMx
4,1,10.0,281,L17,JG075E_281,L-MMMMx
4,2,10.0,282,L18,JG075E_282,L-MMMMx
4,3,10.0,283,L19,JG075E_283,L-MMMMx
4,4,10.0,284,L20,JG075E_284,L-MMMMx
4,5,10.0,285,L21,JG075E_285,L-MMMMx
4,6,10.0,286,L22,JG075E_286,L-MMMMx
4,7,10.0,287,L23,JG075E_287,L-MMMMx
4,8,10.0,288,L24,JG075E_288,L-MMMMx
5,1,1.0,289,M1,JG075E_289,L-MMMMx
5,2,1.0,290,M2,JG075E_290,L-MMMMx
5,3,1.0,291,M3,JG075E_291,L-MMMMx
5,4,1.0,292,M4,JG075E_292,L-MMMMx
5,5,1.0,293,M5,JG075E_293,L-MMMMx
5,6,1.0,294,M6,JG075E_294,L-MMMMx
5,7,1.0,295,M7,JG075E_295,L-MMMMx
5,8,1.0,296,M8,JG075E_296,L-MMMMx
5,1,3.1622776601683795,297,M9,JG075E_297,L-MMMMx
5,2,3.1622776601683795,298,M10,JG075E_298,L-MMMMx
5,3,3.1622776601683795,299,M11,JG075E_299,L-MMMMx
5,4,3.1622776601683795,300,M12,JG075E_300,L-MMMMx
5,5,3.1622776601683795,301,M13,JG075E_301,L-MMMMx
5,6,3.1622776601683795,302,M14,JG075E_302,L-MMMMx
5,7,3.1622776601683795,303,M15,JG075E_303,L-MMMMx
5,8,3.1622776601683795,304,M16,JG075E_304,L-MMMMx
5,1,10.0,305,M17,JG075E_305,L-MMMMx
5,2,10.0,306,M18,JG075E_306,L-MMMMx
5,3,10.0,307,M19,JG075E_307,L-MMMMx
5,4,10.0,308,M20,JG075E_308,L-MMMMx
5,5,10.0,309,M21,JG075E_309,L-MMMMx
5,6,10.0,310,M22,JG075E_310,L-MMMMx
5,7,10.0,311,M23,JG075E_311,L-MMMMx
5,8,10.0,312,M24,JG075E_312,L-MMMMx
6,1,1.0,313,N1,JG075E_313,L-MMMMx
6,2,1.0,314,N2,JG075E_314,L-MMMMx
6,3,1.0,315,N3,JG075E_315,L-MMMMx
6,4,1.0,316,N4,JG075E_316,L-MMMMx
6,5,1.0,317,N5,JG075E_317,L-MMMMx
6,6,1.0,318,N6,JG075E_318,L-MMMMx
6,7,1.0,319,N7,JG075E_319,L-MMMMx
6,8,1.0,320,N8,JG075E_320,L-MMMMx
6,1,3.1622776601683795,321,N9,JG075E_321,L-MMMMx
6,2,3.1622776601683795,322,N10,JG075E_322,L-MMMMx
6,3,3.1622776601683795,323,N11,JG075E_323,L-MMMMx
6,4,3.1622776601683795,324,N12,JG075E_324,L-MMMMx
6,5,3.1622776601683795,325,N13,JG075E_325,L-MMMMx
6,6,3.1622776601683795,326,N14,JG075E_326,L-MMMMx
6,7,3.1622776601683795,327,N15,JG075E_327,L-MMMMx
6,8,3.1622776601683795,328,N16,JG075E_328,L-MMMMx
6,1,10.0,329,N17,JG075E_329,L-MMMMx
6,2,10.0,330,N18,JG075E_330,L-MMMMx
6,3,10.0,331,N19,JG075E_331,L-MMMMx
6,4,10.0,332,N20,JG075E_332,L-MMMMx
6,5,10.0,333,N21,JG075E_333,L-MMMMx
6,6,10.0,334,N22,JG075E_334,L-MMMMx
6,7,10.0,335,N23,JG075E_335,L-MMMMx
6,8,10.0,336,N24,JG075E_336,L-MMMMx
7,1,1.0,337,O1,JG075E_337,L-MMMMx
7,2,1.0,338,O2,JG075E_338,L-MMMMx
7,3,1.0,339,O3,JG075E_339,L-MMMMx
7,4,1.0,340,O4,JG075E_340,L-MMMMx
7,5,1.0,341,O5,JG075E_341,L-MMMMx
7,6,1.0,342,O6,JG075E_342,L-MMMMx
7,7,1.0,343,O7,JG075E_343,L-MMMMx
7,8,1.0,344,O8,JG075E_344,L-MMMMx
7,1,3.1622776601683795,345,O9,JG075E_345,L-MMMMx
7,2,3.1622776601683795,346,O10,JG075E_346,L-MMMMx
7,3,3.1622776601683795,347,O11,JG075E_347,L-MMMMx
7,4,3.1622776601683795,348,O12,JG075E_348,L-MMMMx
7,5,3.1622776601683795,349,O13,JG075E_349,L-MMMMx
7,6,3.1622776601683795,350,O14,JG075E_350,L-MMMMx
7,7,3.1622776601683795,351,O15,JG075E_351,L-MMMMx
7,8,3.1622776601683795,352,O16,JG075E_352,L-MMMMx
7,1,10.0,353,O17,JG075E_353,L-MMMMx
7,2,10.0,354,O18,JG075E_354,L-MMMMx
7,3,10.0,355,O19,JG075E_355,L-MMMMx
7,4,10.0,356,O20,JG075E_356,L-MMMMx
7,5,10.0,357,O21,JG075E_357,L-MMMMx
7,6,10.0,358,O22,JG075E_358,L-MMMMx
7,7,10.0,359,O23,JG075E_359,L-MMMMx
7,8,10.0,360,O24,JG075E_360,L-MMMMx
8,1,1.0,361,P1,JG075E_361,L-MMMMx
8,2,1.0,362,P2,JG075E_362,L-MMMMx
8,3,1.0,363,P3,JG075E_363,L-MMMMx
8,4,1.0,364,P4,JG075E_364,L-MMMMx
8,5,1.0,365,P5,JG075E_365,L-MMMMx
8,6,1.0,366,P6,JG075E_366,L-MMMMx
8,7,1.0,367,P7,JG075E_367,L-MMMMx
8,8,1.0,368,P8,JG075E_368,L-MMMMx
8,1,3.1622776601683795,369,P9,JG075E_369,L-MMMMx
8,2,3.1622776601683795,370,P10,JG075E_370,L-MMMMx
8,3,3.1622776601683795,371,P11,JG075E_371,L-MMMMx
8,4,3.1622776601683795,372,P12,JG075E_372,L-MMMMx
8,5,3.1622776601683795,373,P13,JG075E_373,L-MMMMx
8,6,3.1622776601683795,374,P14,JG075E_374,L-MMMMx
8,7,3.1622776601683795,375,P15,JG075E_375,L-MMMMx
8,8,3.1622776601683795,376,P16,JG075E_376,L-MMMMx
8,1,10.0,377,P17,JG075E_377,L-MMMMx
8,2,10.0,378,P18,JG075E_378,L-MMMMx
8,3,10.0,379,P19,JG075E_379,L-MMMMx
8,4,10.0,380,P20,JG075E_380,L-MMMMx
8,5,10.0,381,P21,JG075E_381,L-MMMMx
8,6,10.0,382,P22,JG075E_382,L-MMMMx
8,7,10.0,383,P23,JG075E_383,L-MMMMx
8,8,10.0,384,P24,JG075E_384,L-MMMMx
